Item,Class,Type
Nc0e211ba2bba43f0b59e2ccdd262c6aa,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N9487aa3e9dea43d1b9652fc3ec4dc493,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N2ff6e9f4b2724ba68fcd6b42c0be7683,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Ne4dfaff3cd874f6aa4dd3309ccccf333,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N8049fc507c3a4fe0ac6467bfafaa7c35,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ASTRAZENECA_SDN._BHD.,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#CompanyName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Ibuprofen,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Nd5a5bb3d293d442bac4c214835743e1b,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N3e3b49fd720a414599d4c212e8c467e1,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#PANAMAX_TABLET,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ProductName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Nd6dc273db1114b22ab6c5d599b6bf597,http://www.w3.org/2002/07/owl#AllDisjointClasses,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#APO-PROPRANOLOL_TABLET_10MG,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ProductName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ProductName,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N6a68d3c9ccfd4edbb3f5c7605e1aa328,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#C07AA05110T100108,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Nbfe0591359ff4cc593e7becf5cbcdeba,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#N02BE01000S200106,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N7a5ac5a3d49c43fd96bff27b7cef57e6,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N2461b282786f4256885eac1c9a830f77,http://www.w3.org/2002/07/owl#AllDisjointClasses,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#DYNAMOL_SYRUP_120MG/5ML,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#SUNWARD_PHARMACEUTICAL_SDN._BHD.,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N632ac07ab7b14f0db2f32992b11451ee,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#PARACETAMOL_TABLET_500MG,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19962557_A,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MALRegistrationNumber,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#KOMEDIC_SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL20032439_X,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#M01AE01000T100114,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#CHONG_PARK_MEDICAL_HALL_SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#C07AA05110T100105,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19973020_A,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#IDAMAN_PHARMA_MANUFACTURING_SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology,http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#PHARMAFORTE_(MALAYSIA)_SDN._BHD.,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19912686_X,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#INDERAL_TABLET_10MG,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#M01AE01000T1001XX,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#hasChemicalEntityValue,http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL20012745_ACE,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#hasDosageTerm,http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#UPHA_PHARMACEUTICAL_MFG_(M)_SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#C07AA05110T100103,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MDCCode,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#hasDosageForm,http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19870030_A,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MALRegistrationNumber,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19912426_X,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N51a0baf5082848e9a23f04370025160a,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#N02BE01000L9001XX,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#N02BE01000L900103,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Nf43ba3fe6a254877820ffca6ec310d75,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#GLAXOSMITHKLINE_CONSUMER_HEALTHCARE_SDN._BHD.,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#CompanyName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#DYNAPHARM_(M)_SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#REMEDOL_250_SUPPOSITORIES,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Propranolol,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL20014523_A,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N49dfd0ab56a24396a4c8fc836b4834dd,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19910654_X,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#STERLING_DRUG_(MALAYA)_SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#NALOL_TABLET_10MG,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ProductName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N6d8aadc451b04667a2b960532d6dbf8b,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N64f579cbbcd84a918aa3603ef3fa7412,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N6d73ba778a5c472da600eab8f971ef2b,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N02d3267dfb6b431395f8c63b008109bb,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ParentsMDC,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Paracetamol_250_mg_Suppository,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#PHARMANIAGA_MANUFACTURING_BERHAD,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL20012745_ACE,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MALRegistrationNumber,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N0e63a6477ade4189a0391db6e84412d6,http://www.w3.org/2002/07/owl#AllDisjointClasses,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N9f16ef76b40f4c62bc3e2d0d514cf03d,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#M01AE01000T100108,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MDCCode,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#PHARMANIAGA_IBUPROFEN_TABLET_200_MG,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ProductName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Neaf88927fa9f4b46ad2ed384f51ff82e,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#N02BE01000T100109,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#PHARMANIAGA_LOGISTICS_SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Nfc32715f58e04402ae3cf1c5f54eb4a1,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#C07AA05110T100103,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#SM_PHARMACEUTICALS_SDN_BHD,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#M01AE01000T100106,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MDCCode,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Ne69d3e3a60ec462b84e0361b0f89fd04,http://www.w3.org/2002/07/owl#AllDisjointClasses,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Nba3146994ef543f6b993c70939b93247,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19962557_A,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19961333_XC,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N0b8813068aa640a5ab1bd812351c5cf5,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N07134d7b49af44d1b4372cc59edd2bf7,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ChemicalEntityValue,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#N02BE01000T100103,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19962078_X,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N5e0c700ea74840a4a7c72d5c5014a7bb,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#SUNWARD_PHARMACEUTICAL_SDN._BHD.,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#CompanyName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Paracetamol_500_mg_Tablet,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Propranolol_HCl_10_mg_Tablet,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ChemicalEntityValue,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Nc24bcfccfb5b40a5a1d650ee473ccfbe,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MedicineForPainAndPalliativeCare,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#N02BE01000S200101,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#hasMALNumber,http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N17f8752b5ac6457fa4b34a84a072cdb2,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Oral,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19984685_AR,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MALRegistrationNumber,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#C07AA05110T1001XX,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#N02BE01000S200104,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#DHAMOL_TABLET_500MG,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19973020_A,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MALRegistrationNumber,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#M01AE01000T100108,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#STERLING_DRUG_(MALAYA)_SDN._BHD.,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#KOOL_FEVER_SUSPENSION_120MG/5ML,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Paracetamol_250_mg_Suppository,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ChemicalEntityValue,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#C07AA05110T100108,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MDCCode,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#hasMDCCode,http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#PHARMAFORTE_(MALAYSIA)_SDN._BHD.,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#CompanyName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Propranolol_HCl_10_mg_Tablet,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N5c774c0defa04d0d8867a46bd56bf50b,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#INFANT_SYRUP_UPHAMOL_120,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Na52eae7cbf774c8198cb8f9f5c3a609d,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#MAL19870030_A,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#GLAXOSMITHKLINE_CONSUMER_HEALTHCARE_SDN._BHD.,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N46d0576a31f4446196528b03e087c89b,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#INDERAL_TABLET_10MG,http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#ProductName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
N60fbba99a2e54b7aa2d3bce8d82bcf7e,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#NALOL_TABLET_10MG,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
Nea6afbfe3d474ebe96b6a15a241866a9,http://www.w3.org/2002/07/owl#Restriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#PANAMAX_TABLET,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#C07AA05110T100105,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#APO-PROPRANOLOL_TABLET_10MG,http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www.semanticweb.org/hpuser/ontologies/2021/5/medicineOntology#Paracetamol_120_mg/5_ml_Syrup,http://www.w3.org/2002/07/owl#NamedIndividual,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
